id,tipo,cantidad,idTourista,zona,timestamp
1070,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.879500700
1071,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.880675400
1072,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.880675400
1073,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.881925600
1074,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.882927900
1075,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.883923
1076,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.883923
1077,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.884925400
1078,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.885926900
1079,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.887924
1080,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.887924
1081,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.888928600
1082,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.889924800
1083,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.890923500
1084,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.891925300
1085,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.891925300
1086,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.893094200
1087,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.894094100
1088,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.894094100
1089,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.895421600
1090,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.896422500
1091,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.897419600
1092,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.897419600
1093,Venta boleto,125.0,5,Zona de Arribo,2026-05-21T23:34:13.900424100
1094,SPA,20.0,1,Zona de Baños,2026-05-21T23:34:13.901420300
1095,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.902912500
1096,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.902912500
1097,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.904289100
1098,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.905329
1099,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.905329
1100,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.906329600
1101,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.907329800
1102,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.907846
1103,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.908860200
1104,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.909879800
1105,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.910880900
1106,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.910880900
1107,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.911876900
1108,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.912877800
1109,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.913879800
1110,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.914880400
1111,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.915877700
1112,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.915877700
1113,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.916878900
1114,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.917915500
1115,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.918905800
1116,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.919909800
1117,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.920905800
1118,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.921909900
1119,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.922986800
1120,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.923689100
1121,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.924947
1122,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.925753200
1123,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.927770400
1124,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.929910500
1125,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.931977100
1126,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.934846100
1127,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.938016200
1128,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.939793700
1129,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.940756600
1130,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.941756700
1131,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.942750800
1132,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.942750800
1133,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.944757700
1134,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.945748600
1135,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.945748600
1136,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.946946900
1137,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.947947900
1138,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.948950500
1139,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.949970
1140,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.951950700
1141,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.953064600
1142,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.954258700
1143,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.954894
1144,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.955640800
1145,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.958239
1146,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.958955200
1147,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.960116600
1148,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.960736
1149,Venta boleto,125.0,5,Zona de Arribo,2026-05-21T23:34:13.963897500
1150,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.965037900
1151,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.965037900
1152,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.966139200
1153,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.967307800
1154,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.968312900
1155,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.968312900
1156,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.969810500
1157,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.969810500
1158,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.971118300
1159,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.972139500
1160,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.972139500
1161,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.973143600
1162,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.974146100
1163,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.974146100
1164,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.975144
1165,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.976145800
1166,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.977143600
1167,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.977143600
1168,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.978141100
1169,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.979138800
1170,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.980142100
1171,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.981140300
1172,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.981140300
1173,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.983306500
1174,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.984309800
1175,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.985312100
1176,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.986305200
1177,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.987524200
1178,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.988035700
1179,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.989052500
1180,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.991047300
1181,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.992047600
1182,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.993060600
1183,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.993060600
1184,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.994078900
1185,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.995085300
1186,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.995085300
1187,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.996583900
1188,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.996583900
1189,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.997846200
1190,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.998849100
1191,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.999850800
1192,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:13.999850800
1193,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.001245100
1194,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.002255900
1195,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.003249500
1196,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.004245100
1197,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.004245100
1198,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.006247
1199,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.006247
1200,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.007756400
1201,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.007756400
1202,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.008770500
1203,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.009769400
1204,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.010771900
1205,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.010771900
1206,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.011821700
1207,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.012826400
1208,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.012826400
1209,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.013822600
1210,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.014821800
1211,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.015825900
1212,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.015825900
1213,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.017183200
1214,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.018189700
1215,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.019183700
1216,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.019183700
1217,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.020185100
1218,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.021185200
1219,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.022205100
1220,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.022205100
1221,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.023205300
1222,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.024208600
1223,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.024208600
1224,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.025496300
1225,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.026678600
1226,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.027678600
1227,Venta boleto,125.0,5,Zona de Arribo,2026-05-21T23:34:14.029931500
1228,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.031082500
1229,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.031082500
1230,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.032349300
1231,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.033350600
1232,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.034352400
1233,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.034352400
1234,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.035354200
1235,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.036352900
1236,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.037350100
1237,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.037350100
1238,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.038357300
1239,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.039355800
1240,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.040361800
1241,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.040361800
1242,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.041563100
1243,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.041563100
1244,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.042796500
1245,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.043797800
1246,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.043797800
1247,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.044798400
1248,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.046228700
1249,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.047369
1250,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.048396100
1251,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.049448200
1252,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.049448200
1253,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.050396500
1254,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.051467
1255,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.052400300
1256,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.052400300
1257,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.053401500
1258,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.054434900
1259,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.055421400
1260,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.056579500
1261,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.056579500
1262,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.058012900
1263,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.058012900
1264,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.059010600
1265,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.059010600
1266,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.060859400
1267,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.061442200
1268,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.062502800
1269,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.063835600
1270,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.064562700
1271,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.065561400
1272,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.068562600
1273,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.069566900
1274,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.070562600
1275,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.071562100
1276,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.072792200
1277,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.073787300
1278,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.074787900
1279,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.075784200
1280,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.075784200
1281,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.077782600
1282,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.078787200
1283,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.078787200
1284,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.079791300
1285,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.080785900
1286,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.081790500
1287,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.082783
1288,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.083784700
1289,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.084792
1290,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.084792
1291,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.085937
1292,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.086937800
1293,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.086937800
1294,Venta boleto,125.0,5,Zona de Arribo,2026-05-21T23:34:14.090269900
1295,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.091273400
1296,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.092275100
1297,SPA,20.0,1,Zona de Baños,2026-05-21T23:34:14.092275100
1298,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.093286200
1299,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.094289700
1300,SPA,20.0,1,Zona de Baños,2026-05-21T23:34:14.095286600
1301,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.095286600
1302,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.096290600
1303,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.097290400
1304,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.097290400
1305,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.098714900
1306,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.099718200
1307,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.100709700
1308,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.100709700
1309,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.101714200
1310,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.102713
1311,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.103721800
1312,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.104715900
1313,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.104715900
1314,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.105922200
1315,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.106924900
1316,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.108949600
1317,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.110402900
1318,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.111842200
1319,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.112847900
1320,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.113911200
1321,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.113911200
1322,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.115016400
1323,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.116083800
1324,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.116083800
1325,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.117317900
1326,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.118640900
1327,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.119640600
1328,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.119640600
1329,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.121066200
1330,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.122067600
1331,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.123065800
1332,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.124383200
1333,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.125382400
1334,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.126381300
1335,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.127379800
1336,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.128380700
1337,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.129384600
1338,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.130380900
1339,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.131412
1340,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.132404600
1341,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.133407
1342,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.134407900
1343,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.135405700
1344,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.136406200
1345,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.137482800
1346,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.137482800
1347,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.138934400
1348,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.139931600
1349,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.141931800
1350,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.142928300
1351,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.143929800
1352,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.145156800
1353,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.146154200
1354,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.147425800
1355,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.147425800
1356,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.148426
1357,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.149423900
1358,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.150431100
1359,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.152425600
1360,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.153426100
1361,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.155426200
1362,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.155426200
1363,Venta boleto,125.0,5,Zona de Arribo,2026-05-21T23:34:14.158024400
1364,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.159459600
1365,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.160466400
1366,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.161455300
1367,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.162453600
1368,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.163459600
1369,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.163459600
1370,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.164919600
1371,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.165915300
1372,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.166915700
1373,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.167917700
1374,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.168915800
1375,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.168915800
1376,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.170996200
1377,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.171998600
1378,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.173323200
1379,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.174315900
1380,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.174315900
1381,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.175790400
1382,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.176786700
1383,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.177786400
1384,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.178841100
1385,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.179840600
1386,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.180842900
1387,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.181865600
1388,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.182975800
1389,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.185972600
1390,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.188086600
1391,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.190649100
1392,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.192604400
1393,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.193644300
1394,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.194200
1395,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.197530600
1396,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.199440200
1397,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.200246
1398,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.201443200
1399,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.203421700
1400,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.204597200
1401,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.205593700
1402,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.206816500
1403,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.206816500
1404,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.208448900
1405,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.208448900
1406,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.209677700
1407,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.210913500
1408,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.211683500
1409,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.211683500
1410,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.212677400
1411,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.213676900
1412,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.214681500
1413,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.214681500
1414,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.215830900
1415,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.216828800
1416,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.218175200
1417,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.219204900
1418,SOUVENIR,15.0,1,Central Hub,2026-05-21T23:34:14.219204900
